,시가,고가,저가
20000630,81503,82336,81226
20000629,82859,83080,80793
20000628,81044,82204,80687
20000627,79958,81070,79555
20000626,78228,79489,77939
20000623,77218,77894,76829
20000622,79508,80420,77106
20000621,79367,79944,78068
20000620,77298,78532,76498
20000619,74847,77713,74490
20000616,75958,77526,75396
20000615,81462,81462,77070
20000614,81405,82113,79230
20000613,83318,83529,80032
20000612,85106,85834,82866
20000609,80028,83682,79043
20000608,82556,84213,79599
20000607,79823,82298,79271
20000605,77848,79934,77848
20000602,75922,77649,75038
20000601,73055,74670,72224
20000531,70804,74460,70804
20000530,66865,69231,66865
20000529,62740,66427,62514
20000526,69054,69310,65666
20000525,69669,70859,68518
20000524,66921,68955,64397
20000523,67403,69444,67403
20000522,71555,71830,68858
20000519,71213,73071,69573
20000518,70562,71872,69900
20000517,75252,76901,72689
20000516,72910,74677,72371
20000515,73721,74016,71960
20000512,76280,76301,73707
20000510,75736,76464,75373
20000509,76801,77151,75889
20000508,75915,77846,75915
20000504,75318,76099,74539
20000503,75107,75562,74294
20000502,73176,75346,72984
20000428,69806,72726,69806
20000427,69929,71070,68836
20000426,75189,76021,71242
20000425,73856,74215,73043
20000424,76705,77072,74616
20000421,76481,77286,75934
20000420,75204,76501,74961
20000419,76727,78155,74577
20000418,73810,76938,72405
20000417,76296,76296,69922
20000414,80846,81607,79374
20000412,84116,85361,83475
20000411,86465,86465,83982
20000410,86172,88041,85130
20000407,81138,83882,81138
20000406,82723,82789,80415
20000404,83524,85010,81454
20000403,86675,87681,83736
20000331,87202,88574,86052
20000330,90559,90951,88923
20000329,88669,91335,88152
20000328,88651,90276,88222
20000327,89313,89313,87652
20000324,87693,90006,86164
20000323,88889,89278,86284
20000322,86988,88653,86597
20000321,85091,86341,83898
20000320,86268,86754,84346
20000317,86436,86982,85004
20000316,84790,86040,83217
20000315,83735,84173,82030
20000314,84314,85868,83831
20000313,89087,89087,84952
20000310,90231,91360,88626
20000309,92271,92855,88459
20000308,89593,91903,88353
20000307,90701,90785,89309
20000306,90756,91351,89958
20000303,90981,91002,88248
20000302,86478,90030,85705
20000229,84331,84637,81053
20000228,85036,85048,81901
20000225,85606,87308,84714
20000224,87453,88782,85768
20000223,86614,88279,85289
20000222,84411,86768,83597
20000221,86461,86632,84365
20000218,90071,91804,87914
20000217,86935,90183,86935
20000216,88103,88663,84358
20000215,91689,91943,87505
20000214,93294,94123,90791
20000211,99011,99075,94124
20000210,96636,99171,95773
20000209,96753,97992,96615
20000208,97707,98142,96047
20000207,95323,98203,95131
20000203,95026,95900,93411
20000202,92969,95013,92340
20000201,95544,95931,92352
20000131,92483,94884,92292
20000128,92274,94395,91686
20000127,88827,91249,87900
20000126,89634,90243,87582
20000125,90912,91319,89122
20000124,91793,94431,91570
20000121,92855,94070,91183
20000120,92712,94590,90626
20000119,96931,96931,93874
20000118,99231,99285,96796
20000117,96267,98609,95936
20000114,95882,97059,93775
20000113,95506,96073,93925
20000112,95798,96868,94920
20000111,99217,100587,98123
20000110,97967,99494,97482
20000107,94917,97016,93084
20000106,101395,101490,95350
20000105,100687,102652,98405
20000104,102833,106618,101659
19991228,101041,103804,100421
19991227,101614,102258,99748
19991224,99251,100395,98331
19991223,96469,100301,95926
19991222,96340,96787,94184
19991221,98191,98778,95784
19991220,96632,97892,96026
19991217,95855,96528,93422
19991216,95694,97465,94436
19991215,99876,99924,95002
19991214,101818,102616,100223
19991213,103066,103656,101365
19991210,98997,101949,98278
19991209,98289,99571,97668
19991208,99229,99816,97479
19991207,100136,100974,98463
19991206,97836,99977,97160
19991203,97385,98219,95538
19991202,100855,101384,95984
19991201,99262,100729,98438
19991130,96545,100919,96444
19991129,95538,96426,93625
19991126,97777,97885,94578
19991125,97519,99265,96534
19991124,96923,97315,95757
19991123,97463,98685,96522
19991122,99592,100011,97058
19991119,97383,100138,96852
19991118,96316,98185,94527
19991117,101444,102409,96763
19991116,97301,100772,96532
19991115,99000,100361,96599
19991112,96143,98347,95707
19991111,94346,96857,93875
19991110,94450,95831,93636
19991109,90871,94346,90618
19991108,91637,92042,90610
19991105,91768,92823,90846
19991104,89536,91182,89536
19991103,89395,90159,88456
19991102,87656,89018,87073
19991101,86350,87655,85709
19991029,83438,84875,83217
19991028,79091,82366,79091
19991027,79531,80413,78885
19991026,78493,80380,77890
19991025,81932,82209,79019
19991022,81483,82614,81147
19991021,83807,84844,81377
19991020,82172,83414,81594
19991019,83501,83955,80578
19991018,83991,84493,82382
19991015,87061,87706,85444
19991014,85117,87369,84180
19991013,84840,85636,84014
19991012,83010,85625,82988
19991011,84580,85096,83032
19991008,84662,85316,83364
19991007,83804,85237,82869
19991006,79934,83744,79205
19991005,82517,83896,78822
19991004,84014,85302,81828
19991001,83865,84729,80097
19990930,85967,87900,83618
19990929,89570,89570,86888
19990928,90920,91956,89438
19990927,94170,94170,90379
19990922,95670,96036,94013
19990921,94401,96368,94134
19990920,93386,93956,92356
19990917,90253,93118,89308
19990916,94849,94962,91610
19990915,96772,97089,94785
19990914,98166,98232,96449
19990913,97371,98457,97128
19990910,95195,97415,95195
19990909,94002,95053,93852
19990908,94298,95237,93245
19990907,94734,95901,94392
19990906,91901,94447,91894
19990903,90229,92082,88776
19990902,88662,91243,87791
19990901,94450,94747,90552
19990831,93224,94022,92234
19990830,96214,97026,94241
19990827,95399,97051,94577
19990826,97114,97840,95587
19990825,93343,97208,93343
19990824,92781,93943,91741
19990823,88989,91907,88355
19990820,87310,87918,85977
19990819,87498,88508,86762
19990818,86186,87868,84127
19990817,91145,92563,87257
19990816,90422,92480,89511
19990813,94062,94253,90849
19990812,94648,95883,93958
19990811,96573,97391,94156
19990810,94977,96885,94470
19990809,93874,96330,93110
19990806,94435,95978,92412
19990805,96796,97478,93387
19990804,97712,99508,97441
19990803,96100,97791,95314
19990802,96770,98232,93960
19990730,99749,101089,95728
19990729,95861,99871,95651
19990728,92394,97296,91965
19990727,88173,93101,88018
19990726,89138,90268,86013
19990723,97278,97278,90222
19990722,95799,97749,93522
19990721,98973,99036,94955
19990720,101959,102713,99842
19990719,103441,104428,100179
19990716,98679,102213,98679
19990715,95289,98214,95289
19990714,98646,99707,95367
19990713,99964,101835,97668
19990712,103774,105260,100141
19990709,100468,102793,98948
19990708,101077,102288,99799
19990707,99429,100640,98084
19990706,96216,98943,95364
19990705,94901,96306,94538
19990702,92524,93488,91962
19990701,89440,92399,89440
19990630,90031,90933,87232
19990629,90046,90726,89164
19990628,88822,90741,88822
19990625,87300,88208,86205
19990624,89328,90245,87730
19990623,88016,89722,87167
19990622,87046,88112,86117
19990621,84654,86970,84654
19990618,83660,85095,82721
19990617,83880,86172,83226
19990616,81138,83352,80813
19990615,81032,82341,78982
19990614,83462,84089,81102
19990611,84866,86774,83280
19990610,80735,85606,79315
19990609,84708,84728,80346
19990608,85001,85456,83067
19990607,81635,84232,81282
19990604,77954,80194,77954
19990603,78234,78912,75962
19990602,76057,78473,76057
19990601,73328,76103,72834
19990531,73476,74797,73326
19990528,73093,73498,72193
19990527,72623,74237,72307
19990526,70135,72005,69353
19990525,69088,70401,69004
19990524,70676,70817,69203
19990521,71064,71581,69964
19990520,73500,73514,70460
19990519,73217,74026,72622
19990518,71708,72929,71315
19990517,73625,73625,71642
19990514,74402,75816,72970
19990513,77355,77401,74237
19990512,78228,78704,76089
19990511,81368,82036,78139
19990510,81022,81868,79978
19990507,81371,82604,80608
19990506,77568,81059,77568
19990504,75760,77626,75760
19990503,75760,76517,74717
19990430,75638,76178,73930
19990429,78756,78993,75261
19990428,79144,80641,77961
19990427,77986,79594,77425
19990426,75237,77806,74989
19990423,74281,76256,74246
19990422,74284,75035,72164
19990421,76905,77267,74326
19990420,76813,78073,75981
19990419,74251,76659,73938
19990416,72111,74028,71822
19990415,68864,72203,68864
19990414,69263,69560,68475
19990413,68901,70103,68309
19990412,69260,70044,68187
19990409,68581,69202,67747
19990408,67236,68334,66715
19990407,66860,69052,66860
19990406,65071,66928,65071
19990402,64015,65194,64015
19990401,61834,63829,61684
19990331,61820,62291,61483
19990330,60906,61928,60906
19990329,60371,60681,59673
19990326,61143,61980,60913
19990325,60745,62118,60462
19990324,61036,61342,60325
19990323,61007,61434,60344
19990322,60522,62053,59896
19990319,58075,60600,58075
19990318,59772,60596,57874
19990317,60673,61335,59849
19990316,59149,60217,58703
19990315,59562,60482,58963
19990312,58595,59324,58345
19990311,56834,58765,56834
19990310,57122,57122,56068
19990309,57553,58058,56534
19990308,54450,57325,54450
19990305,53022,54082,52544
19990304,53509,53703,52755
19990303,53566,54110,52847
19990302,52498,54358,52476
19990226,50397,52006,50397
19990225,49484,50690,48975
19990224,50174,50979,49842
19990223,50828,51577,49569
19990222,51451,51451,50289
19990219,53217,53217,50914
19990218,55643,55696,53616
19990212,52956,55187,52956
19990211,52459,53488,52308
19990210,51991,52554,50787
19990209,53942,53942,51822
19990208,55248,55888,54538
19990205,55040,55794,54339
19990204,55249,55826,54294
19990203,56667,56667,54995
19990202,58282,58326,56237
19990201,57295,58217,57034
19990129,57053,57614,56373
19990128,56788,57810,56518
19990127,53478,56520,53478
19990126,55085,56246,53120
19990125,55445,55706,53835
19990122,57697,57697,55058
19990121,60984,60984,58188
19990120,62264,62775,61174
19990119,62216,63158,60652
19990118,61738,63021,61738
19990115,60450,61930,60038
19990114,62831,62831,59755
19990113,63492,64005,62237
19990112,64813,65195,62167
19990111,63245,64202,62969
19990108,63516,64254,62556
19990107,62099,63841,61746
19990106,60266,61238,59655
19990105,59003,59990,58571
19990104,57541,60045,57541
19981228,55788,57102,55696
19981224,55456,56147,54780
19981223,55448,56421,54530
19981222,56518,57286,54603
19981221,53322,56527,53322
19981218,52840,53756,51574
19981217,53709,54404,51857
19981216,58216,59932,53955
19981215,55801,58611,55420
19981214,55843,57054,54126
19981211,56130,57614,55167
19981210,53447,56880,53447
19981209,51190,52652,51190
19981208,51468,54123,50535
19981207,49198,51822,49198
19981205,46963,49613,46963
19981204,44915,46634,44682
19981203,44787,45566,44787
19981202,44617,44960,44214
19981201,45185,45185,43842
19981130,45544,46116,45031
19981128,44706,45700,44706
19981127,44597,45029,43919
19981126,46295,46523,44659
19981125,46127,46713,45787
19981124,45450,46634,45450
19981123,45291,45817,44640
19981121,45355,45950,44818
19981120,44334,46412,44087
19981119,42200,44106,42200
19981118,42578,42833,42064
19981117,42359,43230,42359
19981116,41861,42607,41256
19981114,40475,41471,40475
19981113,40261,40537,39651
19981112,40270,40763,40072
19981111,40160,40672,39398
19981110,42320,42320,40324
19981109,41674,42445,41306
19981107,41680,42039,41207
19981106,41934,43612,41607
19981105,41545,42046,41054
19981104,40750,41349,40179
19981103,40512,41610,40270
19981102,40697,41084,40302
19981031,39241,40462,39241
19981030,37323,38906,37323
19981029,36511,37431,36368
19981028,36058,36770,35912
19981027,37157,37157,35369
19981026,38060,38060,37210
19981024,37907,38368,37907
19981023,38313,38484,37414
19981022,38033,38816,37882
19981021,39041,39459,37952
19981020,37287,38835,37019
19981019,38512,38733,37125
19981017,37405,38347,37405
19981016,37534,38503,37028
19981015,34799,36904,34799
19981014,34725,34796,34003
19981013,35277,35831,34491
19981012,33971,35354,33612
19981010,33166,34093,33166
19981009,31037,32861,31037
19981008,31541,32097,30522
19981007,30984,31598,30984
19981002,30478,30844,30271
19981001,30952,30952,30430
19980930,31197,31351,30896
19980929,30578,31236,30514
19980928,30782,31292,30538
19980926,30394,30630,30283
19980925,30997,30997,30258
19980924,29348,31075,29348
19980923,29181,29283,28746
19980922,29710,29965,29258
19980921,30125,30125,29563
19980919,30023,30179,29812
19980918,30831,30831,29917
19980917,31339,31500,31088
19980916,31042,31482,31042
19980915,31391,31545,30727
19980914,31924,31924,31384
19980912,32057,32134,31771
19980911,32924,32924,32061
19980910,32927,33895,32686
19980909,32743,32997,32411
19980908,32976,33442,32477
19980907,31641,32822,31641
19980905,31448,31603,31389
19980904,31447,31873,31406
19980903,31495,31597,31158
19980902,31142,31719,31142
19980901,30974,31266,30612
19980831,30752,31170,30737
19980829,30730,30730,30412
19980828,30898,30932,30263
19980827,31713,31713,31157
19980826,31107,31973,31107
19980825,30529,31330,30529
19980824,30539,30823,30230
19980822,31558,31558,30362
19980821,31760,31941,31391
19980820,30319,31764,30176
19980819,29413,30307,29413
19980818,29664,29664,28806
19980817,30440,30577,30162
19980814,30273,30579,29733
19980813,30538,30804,30259
19980812,30937,30937,30174
19980811,31252,31892,31125
19980810,31446,31579,30837
19980808,32078,32078,31431
19980807,32066,32422,31952
19980806,32031,32437,31810
19980805,33382,33536,31722
19980804,32810,33510,32634
19980803,33612,33871,32944
19980801,34185,34185,33655
19980731,34605,34905,34003
19980730,34397,34692,33935
19980729,33713,35434,33713
19980728,32998,33533,32998
19980727,32883,33272,32390
19980725,34034,34078,32789
19980724,34091,34796,33426
19980723,36249,36657,34146
19980722,36474,36604,35763
19980721,36676,37408,36424
19980720,34864,36518,34580
19980718,33313,35322,33313
19980716,31468,33035,31468
19980715,30799,31610,30799
19980714,30191,30679,30191
19980713,30374,30491,29968
19980711,30734,30734,30298
19980710,31930,32076,30641
19980709,31990,32366,31662
19980708,32149,32340,31801
19980707,31048,31997,31048
19980706,30612,31057,30506
19980704,30850,31182,30707
19980703,31212,31609,30637
19980702,31524,32140,30984
19980701,29801,31874,29801
19980630,29638,29929,29345
19980629,30280,30545,29628
19980627,29920,30237,29866
19980626,29987,30513,29794
19980625,29956,30142,29493
19980624,30032,30409,29627
19980623,30839,30839,29928
19980622,31616,31955,31127
19980620,31469,31744,30959
19980619,32305,32426,30899
19980618,31012,33014,31012
19980617,28798,30381,28798
19980616,28341,29101,27737
19980615,30069,30361,28821
19980613,29971,30666,29724
19980612,31831,31831,30110
19980611,32314,32870,31754
19980610,34179,34437,32454
19980609,34420,34420,33419
19980608,34538,35329,34538
19980605,33401,34153,33337
19980603,32482,33261,32482
19980602,33548,33548,32367
19980601,33410,34211,33301
19980530,33820,33959,33075
19980529,32377,33789,32377
19980528,31381,33193,30957
19980527,31384,31384,30122
19980526,32496,32496,30846
19980525,35340,35340,33175
19980523,35484,35911,35484
19980522,36109,36109,35223
19980521,37055,37546,36230
19980520,36406,37497,36406
19980519,36016,36253,35502
19980518,35338,36185,35338
19980516,34736,35556,34200
19980515,36169,36745,35095
19980514,35469,37283,34907
19980513,34938,36014,34457
19980512,35655,35680,34861
19980511,37229,37229,36158
19980509,37364,37685,37221
19980508,37646,37963,36857
19980507,37611,38045,36995
19980506,38880,38880,37453
19980504,40153,40153,38982
19980502,41864,41864,40653
19980430,41831,42347,41461
19980429,40334,41847,40119
19980428,40616,40751,39948
19980427,41159,41385,40606
19980425,41423,41648,40952
19980424,41621,42948,41234
19980423,42876,42876,41429
19980422,43797,44401,43181
19980421,43408,44117,42933
19980420,44122,44422,43444
19980418,45236,45799,44168
19980417,45053,45438,44646
19980416,46590,46590,44735
19980415,46694,47061,46202
19980414,49119,49119,46707
19980413,48884,49871,48613
19980411,47086,49084,47086
19980410,46723,47005,46373
19980409,46799,47503,46549
19980408,45896,46582,45511
19980407,43771,45958,43771
19980406,44108,44188,43187
19980404,43144,44722,42537
19980403,44964,45074,42192
19980402,46487,46634,45025
19980401,48288,48288,46822
19980331,48291,49031,48104
19980330,49305,49305,47952
19980328,50247,50550,49626
19980327,50120,50308,49395
19980326,50889,50889,49843
19980325,50925,51285,50374
19980324,51280,51337,50610
19980323,52191,52284,51189
19980321,52503,52503,51935
19980320,52238,53040,52238
19980319,51800,52512,51800
19980318,51600,52677,51087
19980317,52854,52854,51344
19980316,53560,53954,52887
19980314,53541,54037,53140
19980313,53784,54009,52180
19980312,53495,54459,53454
19980311,52206,54094,51831
19980310,50782,52556,50184
19980309,52640,53153,50771
19980307,52560,53113,52147
19980306,53076,53563,51706
19980305,57013,57013,53568
19980304,57033,57276,55325
19980303,57724,59170,56755
19980302,56266,58112,56264
19980228,55364,56624,55364
19980227,52740,55119,52740
19980226,51672,53141,50759
19980225,53938,54779,51610
19980224,54158,54633,53407
19980223,53755,55353,53755
19980221,52029,52988,51288
19980220,51871,53663,51871
19980219,48856,51669,48856
19980218,47516,49271,47262
19980217,47588,47588,46226
19980216,48293,48699,46986
19980214,50499,50499,48287
19980213,51947,52914,50620
19980212,51650,51650,49727
19980211,53922,53922,51181
19980210,55483,55865,53837
19980209,54308,55796,54292
19980207,53828,54548,53421
19980206,53931,55311,53476
19980205,54674,54917,52438
19980204,55297,56086,54579
19980203,54770,56413,53968
19980202,55658,55658,53439
19980131,56684,58799,56253
19980130,52848,55834,52848
19980126,51261,52250,51213
19980124,48837,51008,48837
19980123,48347,49267,47477
19980122,50399,51087,48399
19980121,52982,52982,50407
19980120,52925,54346,52049
19980119,50231,52880,50231
19980117,49112,49823,47805
19980116,51227,53243,48583
19980115,47955,50652,47955
19980114,46600,48284,46381
19980113,45600,46659,45001
19980112,44407,46156,44407
19980110,41793,44078,41793
19980109,42077,42092,40831
19980108,40988,42481,40308
19980107,40769,42401,40722
19980106,39684,40639,39589
19980105,38908,40393,38908
19980103,37441,38549,37237
19971227,37532,37765,36748
19971226,35965,37684,35965
19971224,36132,36132,34332
19971223,39127,39127,36632
19971222,40212,40904,39544
19971220,39336,40802,37955
19971219,41611,42014,39659
19971217,40448,42252,39897
19971216,39392,41312,39392
19971215,36704,38595,36704
19971213,34587,36640,33894
19971212,36265,36265,35068
19971211,39806,39806,37619
19971210,39633,40546,38046
19971209,41013,41013,38793
19971208,43278,43855,41463
19971206,43527,44351,41770
19971205,41743,43650,41743
19971204,38306,40601,38306
19971203,36901,37945,35682
19971202,38912,38912,36734
19971201,40552,41215,39316
19971129,40464,40804,39113
19971128,43025,43025,40722
19971127,43905,44556,43283
19971126,43645,44432,42951
19971125,44166,44811,42369
19971124,47709,47709,45001
19971122,50620,50841,48543
19971121,49343,50607,48324
19971120,50494,50571,47586
19971119,49474,50259,48295
19971118,48969,50049,47630
19971117,51765,52612,49541
19971115,52206,52564,51918
19971114,51914,52276,50953
19971113,52146,52978,51557
19971112,52133,52133,50722
19971111,52162,53795,50943
19971110,50145,52660,50145
19971108,50471,50471,47961
19971107,55438,55474,51494
19971106,55521,55825,54453
19971105,54733,56516,54630
19971104,51408,54286,51408
19971103,49711,51768,48767
19971101,47235,49735,46880
19971031,47608,47694,46283
19971030,49965,50219,48054
19971029,50005,51907,48664
19971028,52239,52239,49230
19971027,54931,55757,52912
19971025,56771,56771,54152
19971024,59633,59633,56980
19971023,60299,61462,59396
19971022,56947,60193,56947
19971021,55977,58285,55458
19971020,58459,58540,56100
19971018,58662,58922,57859
19971017,57787,59284,56447
19971016,59813,59813,57343
19971015,62150,62151,60282
19971014,61967,62733,61723
19971013,61822,61934,61183
19971011,60990,62071,60990
19971010,61282,61698,60739
19971009,60749,61654,60113
19971008,62768,62780,61019
19971007,64225,64225,62946
19971006,64468,65504,64413
19971004,63461,64646,63293
19971002,64444,64770,63370
19971001,64686,65405,64492
19970930,62393,64711,62331
19970929,62544,63302,62203
19970927,63754,63754,62900
19970926,64438,64596,63729
19970925,65522,65878,64331
19970924,65380,65858,64549
19970923,66656,66656,65437
19970922,67877,68223,66695
19970920,68859,68859,67817
19970919,70057,70057,68916
19970918,70081,70520,70081
19970913,69882,70144,69751
19970912,69447,69975,69361
19970911,69050,69537,68769
19970910,68752,69162,68565
19970909,69483,69483,68775
19970908,70346,70365,69605
19970906,70142,70291,69752
19970905,68804,70136,68699
19970904,68737,69019,68222
19970903,69073,69744,68731
19970902,67909,68878,67109
19970901,69180,69738,68210
19970830,70108,70108,68827
19970829,71497,71861,70427
19970828,72986,73136,71660
19970827,73255,73573,73024
19970826,74077,74077,73155
19970825,74404,74699,73999
19970823,73923,74280,73896
19970822,73892,74228,72972
19970821,74575,74669,73942
19970820,74116,74931,73537
19970819,74646,74745,73754
19970818,74784,74981,74537
19970816,75454,75454,74820
19970814,76278,76278,75366
19970813,76299,76652,76094
19970812,76626,76670,76180
19970811,76277,76648,76236
19970809,75407,76481,75331
19970808,74597,75201,74591
19970807,74638,74897,74340
19970806,74004,74565,73968
19970805,73437,74091,73366
19970804,72966,73469,72924
19970802,73146,73233,72843
19970801,72684,73517,72679
19970731,72478,72612,72140
19970730,73363,73628,72606
19970729,73368,73463,73141
19970728,73256,73813,73091
19970726,73308,73512,73008
19970725,73982,74687,73359
19970724,72942,73904,72492
19970723,72356,73078,72167
19970722,74089,74115,72346
19970721,74102,74752,73632
19970719,74745,74790,73992
19970718,73723,74806,73671
19970716,75035,75035,73759
19970715,76293,76420,74847
19970714,76717,77073,76361
19970712,76843,76944,76575
19970711,76691,77108,76271
19970710,77199,77317,76550
19970709,76826,77224,76397
19970708,77300,77400,76157
19970707,77770,77775,77214
19970705,78150,78311,77888
19970704,77602,78324,77390
19970703,77882,78217,77327
19970702,76339,77729,76339
19970701,74498,76052,74467
19970630,74630,75356,74421
19970628,73818,74692,73808
19970627,74339,75138,73798
19970626,74607,75199,74172
19970625,75372,75385,74252
19970624,75163,75397,74729
19970623,75933,76244,75185
19970621,77015,77143,76031
19970620,77260,77561,76625
19970619,76969,77917,76318
19970618,79302,79954,76804
19970617,79099,79876,78332
19970616,79357,79681,78616
19970614,79219,79889,79041
19970613,77567,78940,77567
19970612,76794,77788,76794
19970611,76970,77058,76494
19970610,77788,78151,76911
19970609,76491,77502,76242
19970607,76814,77515,76272
19970605,76292,76677,76167
19970604,76654,77448,75501
19970603,75889,76649,75336
19970602,75892,77097,75688
19970531,74468,75678,74001
19970530,74238,75229,74100
19970529,74526,74937,74185
19970528,72497,73812,72497
19970527,71982,72439,71651
19970526,72471,72551,71735
19970524,73198,73479,72475
19970523,72367,73054,71553
19970522,73718,73818,72354
19970521,73530,73973,72932
19970520,72316,73476,72235
19970519,71041,72123,71041
19970517,70025,70625,70025
19970516,70251,70957,69593
19970515,68474,70510,68474
19970513,67308,68461,66901
19970512,67850,68332,66766
19970510,68870,69048,67804
19970509,68591,69320,68591
19970508,68889,69044,68273
19970507,70087,70087,68909
19970506,70653,70692,70032
19970503,70708,70995,70486
19970502,70477,70960,69918
19970430,70500,70654,70189
19970429,70513,70568,70109
19970428,70313,70742,70313
19970426,69512,70126,69512
19970425,69157,69397,68741
19970424,69404,69743,68929
19970423,68817,69524,68800
19970422,69628,69637,68596
19970421,70216,70695,69730
19970419,69657,70127,69473
19970418,69521,69852,69257
19970417,70298,70344,69066
19970416,70143,70304,69775
19970415,70605,71067,70139
19970414,69844,70582,69844
19970412,69600,70111,69600
19970411,68839,69394,68247
19970410,69888,70006,68804
19970409,69586,69970,69455
19970408,69535,69907,68787
19970407,68888,69902,68888
19970404,67988,68806,67914
19970403,68014,68912,67644
19970402,67282,68332,66872
19970401,67897,68812,67207
19970331,67075,67876,67075
19970329,65444,66768,65444
19970328,65288,66155,65072
19970327,65710,66557,65159
19970326,64045,65678,63736
19970325,61611,63890,61499
19970324,62214,62239,60787
19970322,62513,63402,62284
19970321,64052,64052,62639
19970320,64273,64673,63037
19970319,65690,65690,64304
19970318,65973,66370,65325
19970317,64217,65894,64104
19970315,63962,64714,63839
19970314,65773,65798,64183
19970313,66391,66626,65686
19970312,65576,66390,65507
19970311,66583,66583,65492
19970310,67391,67429,66729
19970308,68197,68492,67507
19970307,67983,68526,67983
19970306,67525,68595,67525
19970305,68048,68455,67363
19970304,67951,68332,67582
19970303,67718,68444,67718
19970228,66901,67907,66475
19970227,67811,67980,66871
19970226,68359,69127,67966
19970225,67673,68281,67041
19970224,68148,68694,67611
19970222,68343,68343,67272
19970221,71087,71175,68671
19970220,71350,71618,70783
19970219,70864,71367,70658
19970218,71262,71518,70399
19970217,72042,72150,71293
19970215,72243,72964,72232
19970214,71729,72302,71500
19970213,71364,72613,71364
19970212,71482,71587,70872
19970211,71111,71388,70786
19970210,70143,70980,70143
19970206,69854,70444,69382
19970205,69818,70820,69795
19970204,68784,69624,68784
19970203,68226,69621,68101
19970201,68637,68839,68140
19970131,67819,68799,67817
19970130,66365,67904,66227
19970129,66333,67290,65495
19970128,66166,67763,65342
19970127,68431,68546,66468
19970125,68022,68881,67746
19970124,66903,67956,65818
19970123,67934,68514,67273
19970122,68671,68689,67191
19970121,72104,72179,69054
19970120,69756,72069,69756
19970118,69808,69998,69204
19970117,71307,72041,69577
19970116,70164,71196,69439
19970115,69018,69976,68602
19970114,65667,68766,65667
19970113,65981,66495,65574
19970111,64668,65963,64592
19970110,63799,65359,63681
19970109,61910,64081,61241
19970108,60853,62339,60056
19970107,62245,62761,60912
19970106,63798,63798,62501
19970104,65302,65302,64198
19970103,65122,65570,63541
19961227,65482,65704,64357
19961226,67621,67621,65524
19961224,68311,68706,67756
19961223,69198,69712,68481
19961221,69946,70007,69303
19961220,69533,70351,69247
19961219,66813,69097,66813
19961218,66207,67143,65547
19961217,67535,68009,66039
19961216,68697,68697,66771
19961214,68930,69411,68691
19961213,69044,69572,67764
19961212,70511,70601,68874
19961211,70599,70948,70443
19961210,69342,70283,69342
19961209,70122,70752,69215
19961207,70005,70480,69611
19961206,70557,71325,69812
19961205,71396,71431,70596
19961204,72572,72814,71359
19961203,72682,73222,72218
19961202,72475,73515,72475
19961130,73203,73336,72625
19961129,73771,73889,73225
19961128,72397,73697,72397
19961127,71651,72775,71651
19961126,71140,72137,71049
19961125,72840,72916,71645
19961122,74355,74355,73064
19961121,74352,74996,74352
19961120,74682,75009,74248
19961119,75053,75385,74705
19961118,75463,75880,74721
19961116,75260,75730,75260
19961115,74352,75147,74352
19961114,74497,74932,74302
19961113,75258,75763,74447
19961112,73427,75254,73427
19961111,72777,72955,72001
19961109,73997,74513,72989
19961108,74183,75526,73911
19961107,75203,75203,73866
19961106,73655,74729,73442
19961105,73702,73944,72632
19961104,76453,76453,74743
19961102,77445,77445,76573
19961101,76361,76787,76188
19961031,76067,76327,75143
19961030,76668,77115,75343
19961029,77722,77891,76632
19961028,79066,79446,78008
19961026,79383,79454,78846
19961025,80434,80434,78995
19961024,81272,81347,80444
19961023,81832,81947,81124
19961022,82985,82985,81837
19961021,83329,84409,83260
19961019,83025,83177,82186
19961018,84338,84697,83024
19961017,84222,84725,83459
19961016,83189,83524,82445
19961015,84811,84833,82861
19961014,84566,84876,83808
19961012,84082,84349,83925
19961011,83538,83696,82719
19961010,82447,83021,82138
19961009,80458,81778,80334
19961008,80048,80576,79743
19961007,78329,80139,78329
19961005,77466,77895,77466
19961004,79058,79111,77643
19961002,79081,79777,78691
19961001,79002,79432,78424
19960930,80369,80448,78966
19960925,78748,79843,78748
19960924,76857,77835,76857
19960923,76736,77785,76607
19960921,75712,76916,75487
19960920,77381,77381,75544
19960919,78410,78435,77318
19960918,78543,78682,78201
19960917,78145,78840,77941
19960916,78213,78840,78188
19960914,78432,78707,78173
19960913,79675,79675,78519
19960912,80096,80204,79439
19960911,80366,80366,79862
19960910,80133,80594,80098
19960909,78623,79843,78623
19960907,78650,78720,78210
19960906,78654,78999,77948
19960905,79212,79807,78716
19960904,78875,79398,78196
19960903,76943,76991,76460
19960902,78177,78264,77151
19960831,78004,78200,77423
19960830,77087,78287,76654
19960829,75490,76621,75054
19960828,76264,76421,75026
19960827,76315,77299,76087
19960826,78178,78178,76688
19960824,78655,78777,78101
19960823,78066,78607,78066
19960822,78972,79268,77960
19960821,79163,79163,78335
19960820,80052,80595,79391
19960819,81053,81053,80005
19960817,81331,81441,81025
19960816,82505,82520,81481
19960814,83255,83315,82584
19960813,83939,83939,83265
19960812,83676,83848,83676
19960810,83379,83701,83226
19960809,83689,83689,83058
19960808,83567,84457,83548
19960807,82935,83403,82791
19960806,82381,83050,82213
19960805,82321,82617,82321
19960803,82487,82641,82364
19960802,83499,83499,82592
19960801,82646,83771,82646
19960731,80827,82171,80794
